[COMPSTAT], 1, "Amazon_1", 2023-01-08 12:53:36.622135, &-99-& 
[COMPSTAT], 2, "SmartCash_2", 2023-01-08 12:53:39.137361, &-99-& 
[COMPSTAT], 3, "Nordstrom_3", 2023-01-08 12:53:40.644518, &-99-& 
[COMPSTAT], 4, "AirMiles_4", 2023-01-08 12:53:43.155666, &-99-& 
[COMPSTAT], 5, "CashBack_5", 2023-01-08 12:53:44.667478, &-99-& 
[COMPSTAT], 5, "CashBack_5", 2023-01-08 12:53:55.697921, &-99-& 
[COMPSTAT], 6, "Business_6", 2023-01-08 12:53:57.210104, &-99-& 
[COMPSTAT], 7, "Amazon_7", 2023-01-08 12:54:00.715758, &-99-& 
[COMPSTAT], 8, "SmartCash_8", 2023-01-08 12:54:42.386328, &-99-& 
[COMPSTAT], 9, "Nordstrom_9", 2023-01-08 12:54:43.898742, &-99-& 
[COMPSTAT], 10, "AirMiles_10", 2023-01-08 12:54:46.402176, &-99-& 
[COMPSTAT], 11, "CashBack_11", 2023-01-08 12:54:47.910814, &-99-& 
[COMPSTAT], 12, "Business_12", 2023-01-08 12:54:49.423164, &-99-& 
[COMPSTAT], 13, "Amazon_13", 2023-01-08 12:54:52.930436, &-99-& 
[COMPSTAT], 14, "SmartCash_14", 2023-01-08 12:54:55.437541, &-99-& 
[COMPSTAT], 15, "Nordstrom_15", 2023-01-08 12:54:56.946484, &-99-& 
[COMPSTAT], 16, "AirMiles_16", 2023-01-08 12:54:59.454658, &-99-& 
[COMPSTAT], 17, "CashBack_17", 2023-01-08 13:00:37.379464, &-99-& 
[COMPSTAT], 18, "Business_18", 2023-01-08 13:00:38.885819, &-99-& 
[COMPSTAT], 19, "AirMiles_19", 2023-01-08 13:00:41.390445, &-99-& 
[COMPSTAT], 20, "CashBack_20", 2023-01-08 13:00:42.905271, &-99-& 
[COMPSTAT], 21, "Business_21", 2023-01-08 13:00:44.410797, &-99-& 
[COMPSTAT], 22, "Amazon_22", 2023-01-08 13:00:47.911954, &-99-& 
[COMPSTAT], 23, "SmartCash_23", 2023-01-08 13:00:50.420039, &-99-& 
[COMPSTAT], 24, "Nordstrom_24", 2023-01-08 13:00:51.931034, &-99-& 
[COMPSTAT], 25, "AirMiles_25", 2023-01-08 13:00:54.431154, &-99-& 
[COMPSTAT], 26, "CashBack_26", 2023-01-08 13:00:55.946100, &-99-& 
[COMPSTAT], 27, "Business_27", 2023-01-08 13:00:57.449751, &-99-& 
[COMPSTAT], 28, "AirMiles_28", 2023-01-08 13:00:59.957516, &-99-& 
[COMPSTAT], 29, "CashBack_29", 2023-01-08 13:01:01.458923, &-99-& 
[COMPSTAT], 30, "Business_30", 2023-01-08 13:01:02.966488, &-99-& 
